Date|Close|Open|High|Low|Volume|Change
2017-01-03|753.67|757.92|758.76|747.7|3520000.0|0.0051
2017-01-04|757.18|758.39|759.68|754.2|2510000.0|0.004699999999999999
2017-01-05|780.45|761.55|782.4|760.26|5830000.0|0.030699999999999998
2017-01-06|795.99|782.36|799.44|778.48|5990000.0|0.0199
2017-01-09|796.92|798.0|801.77|791.77|3450000.0|0.0012
2017-01-10|795.9|796.6|798.0|789.54|2560000.0|-0.0013
2017-01-11|799.02|793.66|799.5|789.51|2990000.0|0.0039000000000000003
2017-01-12|813.64|800.31|814.13|799.5|4870000.0|0.0183
2017-01-13|817.14|814.32|821.65|811.4|3790000.0|0.0043
2017-01-17|809.72|815.7|816.0|803.44|3670000.0|-0.0091
2017-01-18|807.48|809.5|811.73|804.27|2350000.0|-0.0028000000000000004
2017-01-19|809.04|810.0|813.51|807.32|2540000.0|0.0019
2017-01-20|808.33|815.28|816.02|806.26|3380000.0|-0.0009
2017-01-23|817.88|806.8|818.5|805.08|2800000.0|0.0118
2017-01-24|822.44|822.0|823.99|814.5|2970000.0|0.005600000000000001
2017-01-25|836.52|825.79|837.42|825.29|4019999.9999999995|0.0171
2017-01-26|839.15|835.53|843.84|833.0|3590000.0|0.0031
2017-01-27|835.77|839.0|839.7|829.44|3000000.0|-0.004
2017-01-30|830.38|833.0|833.5|816.38|3750000.0|-0.0064
2017-01-31|823.48|823.75|826.99|819.56|3140000.0|-0.0083
2017-02-01|832.35|829.21|833.78|824.94|3850000.0|0.0108
2017-02-02|839.95|836.59|842.49|828.26|7350000.0|0.0091
2017-02-03|810.2|806.72|818.3|804.0|10870000.0|-0.0354
2017-02-06|807.64|809.8|810.72|803.0|3900000.0|-0.0032
2017-02-07|812.5|809.31|816.16|807.5|3470000.0|0.006
2017-02-08|819.71|812.69|821.48|812.5|2860000.0|0.0089
2017-02-09|821.36|821.6|825.0|819.71|2480000.0|0.002
2017-02-10|827.46|823.82|828.0|822.85|2430000.0|0.0074
